scientific_name,protein_acc,biosample_acc,target_acc,contig_acc,start_on_contig,end_on_contig,strand,element_symbol,element_name,type,scope,subtype,class,subclass,amr_method,pct_ref_coverage,pct_ref_identity,taxgroup_name,strain,serovar,element_length,reference_element_length,align_length,hmm_acc,hmm_description,geo_loc_name,isolation_source,epi_type,host,asm_acc,collection_date,Run,closest_reference_acc,closest_reference_name,rel_asm_cov,contig_coverage,asm_coverage,amrfinderplus_version,amrfinderplus_analysis_type,refgene_db_version,target_data_id,contig_url,protein_url,hierarchy_node
Staphylococcus aureus,HDF7009773.1,SAMN31768029,PDT001565892.1,DAMMJS010000005.1,84319,85614,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088142,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027763245.1,2021-04-12,SRR22353896,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.03412,394,381,3.11.26,COMBINED,2023-08-08.2,12872739,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1565/892/DAMMJS010000005.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/700/977/HDF7009773.1.faa.gz,pbp4
Staphylococcus aureus,HDF6589361.1,SAMN31768020,PDT001565902.1,DAMMJI010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088099,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027759105.1,2021-04-06,SRR22353906,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.01927,529,519,3.11.26,COMBINED,2023-08-08.2,12872839,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1565/902/DAMMJI010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/658/936/HDF6589361.1.faa.gz,pbp4
Staphylococcus aureus,HDF6551753.1,SAMN31767497,PDT001565914.1,DAMMIZ010000001.1,691672,692967,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M086757,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027758885.1,2020-10-28,SRR22353918,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.891051,229,257,3.11.26,COMBINED,2023-08-08.2,12872959,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1565/914/DAMMIZ010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/655/175/HDF6551753.1.faa.gz,pbp4
Staphylococcus aureus,HDF6813047.1,SAMN31767834,PDT001565929.1,DAMMLK010000001.1,649093,650388,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087199,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027764145.1,2020-12-24,SRR22353933,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.936275,191,204,3.11.26,COMBINED,2023-08-08.2,12873109,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1565/929/DAMMLK010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/681/304/HDF6813047.1.faa.gz,pbp4
Staphylococcus aureus,HDF7477910.1,SAMN31767825,PDT001565939.1,DAMMFX010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087188,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027767685.1,2020-12-23,SRR22353943,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.961131,272,283,3.11.26,COMBINED,2023-08-08.2,12873209,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1565/939/DAMMFX010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/747/791/HDF7477910.1.faa.gz,pbp4
Staphylococcus aureus,HDF8166553.1,SAMN31767714,PDT001565954.1,DAMMIG010000006.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087051,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027773745.1,2020-12-07,SRR22353958,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.956,239,250,3.11.26,COMBINED,2023-08-08.2,12873359,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1565/954/DAMMIG010000006.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/816/655/HDF8166553.1.faa.gz,pbp4
Staphylococcus aureus,HDF7269234.1,SAMN31767566,PDT001566010.1,DAMLWK010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M086846,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027766185.1,2020-11-10,SRR22354014,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.04016,259,249,3.11.26,COMBINED,2023-08-08.2,12873909,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/010/DAMLWK010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/726/923/HDF7269234.1.faa.gz,pbp4
Staphylococcus aureus,HDF7823930.1,SAMN31768143,PDT001566022.1,DAMLUP010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088802,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027769865.1,2021-07-04,SRR22354026,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.855814,184,215,3.11.26,COMBINED,2023-08-08.2,12874029,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/022/DAMLUP010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/782/393/HDF7823930.1.faa.gz,pbp4
Staphylococcus aureus,HDF6519815.1,SAMN31768133,PDT001566033.1,DAMMDN010000013.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088715,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027757565.1,2021-06-27,SRR22354037,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.864734,179,207,3.11.26,COMBINED,2023-08-08.2,12874139,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/033/DAMMDN010000013.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/651/981/HDF6519815.1.faa.gz,pbp4
Staphylococcus aureus,HDF7843746.1,SAMN31768125,PDT001566042.1,DAMLUG010000012.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088692,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027769645.1,2021-06-23,SRR22354046,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.847656,217,256,3.11.26,COMBINED,2023-08-08.2,12874229,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/042/DAMLUG010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/784/374/HDF7843746.1.faa.gz,pbp4
Staphylococcus aureus,HDF7885751.1,SAMN31768118,PDT001566049.1,DAMLUD010000012.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088668,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027769605.1,2021-06-22,SRR22354053,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.897059,183,204,3.11.26,COMBINED,2023-08-08.2,12874299,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/049/DAMLUD010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/788/575/HDF7885751.1.faa.gz,pbp4
Staphylococcus aureus,HDF6678090.1,SAMN31768115,PDT001566053.1,DAMMDE010000013.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088653,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027757385.1,2021-06-13,SRR22354057,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.832432,308,370,3.11.26,COMBINED,2023-08-08.2,12874339,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/053/DAMMDE010000013.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/667/809/HDF6678090.1.faa.gz,pbp4
Staphylococcus aureus,HDF6663370.1,SAMN31768067,PDT001566070.1,DAMMDA010000005.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088361,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027757325.1,2021-05-07,SRR22354074,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.894545,246,275,3.11.26,COMBINED,2023-08-08.2,12874509,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/070/DAMMDA010000005.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/666/337/HDF6663370.1.faa.gz,pbp4
Staphylococcus aureus,HDF8547213.1,SAMN31768065,PDT001566072.1,DAMLRY010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088328,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027776985.1,2021-05-08,SRR22354076,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.852151,317,372,3.11.26,COMBINED,2023-08-08.2,12874529,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/072/DAMLRY010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/854/721/HDF8547213.1.faa.gz,pbp4
Staphylococcus aureus,HDF6740285.1,SAMN31767970,PDT001566105.1,DAMMCN010000001.1,691688,692983,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087797,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027763005.1,2021-03-04,SRR22354109,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.868778,192,221,3.11.26,COMBINED,2023-08-08.2,12874849,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/105/DAMMCN010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/674/028/HDF6740285.1.faa.gz,pbp4
Staphylococcus aureus,HDF6714376.1,SAMN31767957,PDT001566121.1,DAMMCG010000031.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087684,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027762885.1,2021-02-18,SRR22354125,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.819444,177,216,3.11.26,COMBINED,2023-08-08.2,12875009,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/121/DAMMCG010000031.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/671/437/HDF6714376.1.faa.gz,pbp4
Staphylococcus aureus,HDF6120338.1,SAMN31767954,PDT001566124.1,DAMLPN010000014.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087678,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027756785.1,2021-02-17,SRR22354128,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.792,198,250,3.11.26,COMBINED,2023-08-08.2,12875029,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/124/DAMLPN010000014.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/612/033/HDF6120338.1.faa.gz,pbp4
Staphylococcus aureus,HDF6116125.1,SAMN31767952,PDT001566126.1,DAMLPM010000002.1,84459,85754,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087667,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027756765.1,2021-02-16,SRR22354130,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.890909,147,165,3.11.26,COMBINED,2023-08-08.2,12875049,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/126/DAMLPM010000002.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/611/612/HDF6116125.1.faa.gz,pbp4
Staphylococcus aureus,HDF6112180.1,SAMN31767900,PDT001566147.1,DAMLPG010000012.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087400,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027756685.1,2021-01-14,SRR22354151,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.813869,223,274,3.11.26,COMBINED,2023-08-08.2,12875239,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/147/DAMLPG010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/611/218/HDF6112180.1.faa.gz,pbp4
Staphylococcus aureus,HDF8103184.1,SAMN31767895,PDT001566153.1,DAMMHK010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087366,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027773265.1,2021-01-15,SRR22354157,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.827586,264,319,3.11.26,COMBINED,2023-08-08.2,12875299,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/153/DAMMHK010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/810/318/HDF8103184.1.faa.gz,pbp4
Staphylococcus aureus,HDF5423263.1,SAMN31767765,PDT001566189.1,DAMLGX010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087115,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027751625.1,2020-12-14,SRR22354193,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.02966,243,236,3.11.26,COMBINED,2023-08-08.2,12875649,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/189/DAMLGX010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/542/326/HDF5423263.1.faa.gz,pbp4
Staphylococcus aureus,HDF6081600.1,SAMN31767760,PDT001566194.1,DAMLPC010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087109,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027756565.1,2020-12-14,SRR22354198,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.01247,487,481,3.11.26,COMBINED,2023-08-08.2,12875699,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/194/DAMLPC010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/608/160/HDF6081600.1.faa.gz,pbp4
Staphylococcus aureus,HDF7696688.1,SAMN31767488,PDT001566197.1,DAMMAA010000010.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M086748,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027766865.1,2020-10-27,SRR22354201,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.04154,351,337,3.11.26,COMBINED,2023-08-08.2,12875729,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/197/DAMMAA010000010.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/769/668/HDF7696688.1.faa.gz,pbp4
Staphylococcus aureus,HDF7220259.1,SAMN31768306,PDT001566237.1,DAMLYJ010000001.1,79333,80628,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.61,Staphylococcus aureus,RIVM_M090068,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027761625.1,2021-10-27,SRR22354241,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.911972,259,284,3.11.26,COMBINED,2023-08-08.2,12876129,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/237/DAMLYJ010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/722/025/HDF7220259.1.faa.gz,pbp4
Staphylococcus aureus,HDF7202249.1,SAMN31768089,PDT001566297.1,DAMLXX010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088471,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027761325.1,2021-05-26,SRR22354301,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.834783,288,345,3.11.26,COMBINED,2023-08-08.2,12876729,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/297/DAMLXX010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/720/224/HDF7202249.1.faa.gz,pbp4
Staphylococcus aureus,HDF6864251.1,SAMN31768087,PDT001566300.1,DAMMBM010000012.1,10186,11481,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M088454,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027762565.1,2021-05-25,SRR22354304,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.858586,255,297,3.11.26,COMBINED,2023-08-08.2,12876759,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/300/DAMMBM010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/686/425/HDF6864251.1.faa.gz,pbp4
Staphylococcus aureus,HDF8244261.1,SAMN31767939,PDT001566320.1,DAMMHB010000014.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087615,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027773085.1,2021-02-12,SRR22354324,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.83908,219,261,3.11.26,COMBINED,2023-08-08.2,12876939,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/320/DAMMHB010000014.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/824/426/HDF8244261.1.faa.gz,pbp4
Staphylococcus aureus,HDF6016955.1,SAMN31767934,PDT001566326.1,DAMLNT010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087579,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027755865.1,2021-02-08,SRR22354330,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.851301,229,269,3.11.26,COMBINED,2023-08-08.2,12876999,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/326/DAMLNT010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/601/695/HDF6016955.1.faa.gz,pbp4
Staphylococcus aureus,HDF7152079.1,SAMN31767927,PDT001566334.1,DAMLZN010000011.1,10259,11554,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087543,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027762245.1,2021-02-01,SRR22354338,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.831126,251,302,3.11.26,COMBINED,2023-08-08.2,12877059,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/334/DAMLZN010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/715/207/HDF7152079.1.faa.gz,pbp4
Staphylococcus aureus,HDF8226698.1,SAMN31767926,PDT001566335.1,DAMMGZ010000007.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087537,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027773045.1,2021-02-02,SRR22354339,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.90404,179,198,3.11.26,COMBINED,2023-08-08.2,12877069,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/335/DAMMGZ010000007.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/822/669/HDF8226698.1.faa.gz,pbp4
Staphylococcus aureus,HDF6352627.1,SAMN31767917,PDT001566345.1,DAMMER010000009.1,40374,41669,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087495,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027758205.1,2021-01-29,SRR22354349,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.834921,263,315,3.11.26,COMBINED,2023-08-08.2,12877169,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/345/DAMMER010000009.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/635/262/HDF6352627.1.faa.gz,pbp4
Staphylococcus aureus,HDF7552807.1,SAMN31767868,PDT001566362.1,DAMLVT010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087247,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027765865.1,2020-12-21,SRR22354366,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.0107,378,374,3.11.26,COMBINED,2023-08-08.2,12877339,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/362/DAMLVT010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/755/280/HDF7552807.1.faa.gz,pbp4
Staphylococcus aureus,HDF6880335.1,SAMN31767867,PDT001566364.1,DAMMBJ010000006.1,84459,85754,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087246,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027762605.1,2020-12-31,SRR22354368,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.850962,177,208,3.11.26,COMBINED,2023-08-08.2,12877359,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/364/DAMMBJ010000006.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/688/033/HDF6880335.1.faa.gz,pbp4
Staphylococcus aureus,HDF5953719.1,SAMN31767863,PDT001566368.1,DAMLNH010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087234,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027755665.1,2020-12-30,SRR22354372,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.992537,266,268,3.11.26,COMBINED,2023-08-08.2,12877399,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/368/DAMLNH010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/595/371/HDF5953719.1.faa.gz,pbp4
Staphylococcus aureus,HDF5400452.1,SAMN31767816,PDT001566385.1,DAMLGO010000004.1,84460,85755,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087176,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027751425.1,2020-12-23,SRR22354389,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.01359,373,368,3.11.26,COMBINED,2023-08-08.2,12877569,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/385/DAMLGO010000004.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/540/045/HDF5400452.1.faa.gz,pbp4
Staphylococcus aureus,HDF5919497.1,SAMN31767804,PDT001566398.1,DAMLMW010000001.1,691851,693146,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M087162,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027755385.1,2020-12-18,SRR22354402,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.954386,272,285,3.11.26,COMBINED,2023-08-08.2,12877689,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1566/398/DAMLMW010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDF/591/949/HDF5919497.1.faa.gz,pbp4
